,rnd,period,step,currentBid,currentAsk,buy,sell,price,sale,currentBidIdx_0,currentBidIdx_1,currentBidIdx_2,currentBidIdx_3,currentAskIdx_0,currentAskIdx_1,currentAskIdx_2,currentAskIdx_3,bids_0,bids_1,bids_2,bids_3,asks_0,asks_1,asks_2,asks_3,bprofit,sprofit,currentBidIdx,currentAskIdx,tprofit,bids,asks
12,0,0,12,71.1,57.5,True,True,64.3,True,False,False,True,False,True,False,False,False,,47.5,71.1,,57.5,74.0,65.8,85.0,16.36278053005944,9.074686150657243,2,0,25.437466680716682,"[nan, 47.5, 71.1, nan]","[57.5, 74.0, 65.8, 85.0]"
13,0,0,13,38.4,63.1,True,False,63.1,True,False,True,False,False,False,False,True,False,,38.4,35.0,,,66.0,63.1,82.4,8.81736554182779,6.958329879711577,1,2,15.775695421539368,"[nan, 38.4, 35.0, nan]","[nan, 66.0, 63.1, 82.4]"
14,0,0,14,50.2,53.1,True,False,53.1,True,False,False,True,False,False,False,False,True,,,50.2,,,65.5,,53.1,26.153571176232724,0.883474487912423,2,3,27.037045664145147,"[nan, nan, 50.2, nan]","[nan, 65.5, nan, 53.1]"
15,0,0,15,73.0,64.1,True,True,68.55,True,False,False,True,False,False,True,False,False,,,73.0,,,64.1,,,9.827832562592803,13.003221151934738,2,1,22.831053714527542,"[nan, nan, 73.0, nan]","[nan, 64.1, nan, nan]"
16,1,0,0,72.9,41.0,True,True,56.95,True,False,False,False,True,False,False,False,True,64.1,70.0,70.2,72.9,68.6,77.4,66.4,41.0,30.586608455326214,25.33116622697256,3,3,55.91777468229877,"[64.1, 70.0, 70.2, 72.9]","[68.6, 77.4, 66.4, 41.0]"
17,1,0,1,76.8,65.8,True,True,71.3,True,True,False,False,False,True,False,False,False,76.8,43.2,61.4,73.8,65.8,75.0,73.6,82.5,11.800174525296995,29.238090547878123,0,0,41.03826507317512,"[76.8, 43.2, 61.4, 73.8]","[65.8, 75.0, 73.6, 82.5]"
18,1,0,2,84.5,49.9,True,True,67.2,True,False,False,True,False,True,False,False,False,68.9,45.4,84.5,67.3,49.9,52.6,62.2,59.6,26.834432774869867,20.866293660521592,2,0,47.70072643539146,"[68.9, 45.4, 84.5, 67.3]","[49.9, 52.6, 62.2, 59.6]"
19,1,0,3,80.0,51.8,True,True,65.9,True,True,False,False,False,False,True,False,False,80.0,44.6,55.2,53.8,64.8,51.8,67.8,56.0,14.389708066374126,21.26804443755713,0,1,35.657752503931256,"[80.0, 44.6, 55.2, 53.8]","[64.8, 51.8, 67.8, 56.0]"
20,1,0,4,54.1,55.9,True,True,55.0,True,False,False,True,False,False,False,True,False,35.7,39.9,54.1,53.1,70.5,70.5,55.9,55.9,24.116826658245103,4.31741233858925,2,2,28.434238996834353,"[35.7, 39.9, 54.1, 53.1]","[70.5, 70.5, 55.9, 55.9]"
21,1,0,5,61.8,60.4,True,True,61.099999999999994,True,False,False,False,True,False,False,True,False,39.9,58.7,41.9,61.8,69.7,81.3,60.4,71.5,25.16799436274252,7.711022280848709,3,2,32.87901664359123,"[39.9, 58.7, 41.9, 61.8]","[69.7, 81.3, 60.4, 71.5]"
22,1,0,6,76.4,52.7,True,True,64.55000000000001,True,False,False,False,True,False,True,False,False,45.4,45.2,52.1,76.4,78.8,52.7,54.8,66.6,16.635481319383146,15.19115285798022,3,1,31.826634177363367,"[45.4, 45.2, 52.1, 76.4]","[78.8, 52.7, 54.8, 66.6]"
23,1,0,7,74.8,55.1,True,True,64.95,True,False,False,False,True,False,False,True,False,71.2,50.2,61.8,74.8,76.3,82.3,55.1,78.9,14.027472964530062,10.245045080458127,3,2,24.27251804498819,"[71.2, 50.2, 61.8, 74.8]","[76.3, 82.3, 55.1, 78.9]"
24,1,0,8,50.8,62.9,True,False,62.9,True,False,True,False,False,False,False,True,False,40.5,50.8,50.5,,66.9,65.0,62.9,77.9,20.08066985118635,4.864279168264638,1,2,24.944949019450988,"[40.5, 50.8, 50.5, nan]","[66.9, 65.0, 62.9, 77.9]"
25,1,0,9,57.8,60.4,True,True,59.099999999999994,True,False,False,True,False,True,False,False,False,54.7,40.4,57.8,,60.4,77.2,,69.8,19.74295908601799,6.454113751257239,2,0,26.19707283727523,"[54.7, 40.4, 57.8, nan]","[60.4, 77.2, nan, 69.8]"
26,1,0,10,70.6,53.9,True,True,62.25,True,True,False,False,False,False,True,False,False,70.6,46.9,68.5,,76.6,53.9,,88.2,13.345005544998443,10.411313396034942,0,1,23.756318941033385,"[70.6, 46.9, 68.5, nan]","[76.6, 53.9, nan, 88.2]"
27,1,0,11,67.1,50.9,True,True,59.0,True,True,False,False,False,False,False,False,True,67.1,57.9,51.7,,64.0,67.6,,50.9,13.632697585128739,14.987181034035814,0,3,28.619878619164552,"[67.1, 57.9, 51.7, nan]","[64.0, 67.6, nan, 50.9]"
28,1,0,12,55.7,47.3,True,True,51.5,True,False,True,False,False,False,False,False,True,,55.7,39.6,,65.0,65.8,,47.3,27.26720967859498,6.134782393708498,1,3,33.40199207230348,"[nan, 55.7, 39.6, nan]","[65.0, 65.8, nan, 47.3]"
29,1,0,13,59.7,53.1,True,True,56.400000000000006,True,False,True,False,False,False,False,False,True,,59.7,57.8,,81.0,82.5,,53.1,20.048822216870462,6.849561352186527,1,3,26.89838356905699,"[nan, 59.7, 57.8, nan]","[81.0, 82.5, nan, 53.1]"
30,1,0,14,65.9,70.0,True,True,67.95,True,False,False,True,False,True,False,False,False,,48.2,65.9,,70.0,73.1,,,8.135150458684038,7.379003340136087,2,0,15.514153798820125,"[nan, 48.2, 65.9, nan]","[70.0, 73.1, nan, nan]"
31,1,0,15,42.6,87.6,False,False,,False,False,True,False,False,False,True,False,False,,42.6,,,,87.6,,,0.0,0.0,1,1,0.0,"[nan, 42.6, nan, nan]","[nan, 87.6, nan, nan]"
32,2,0,0,74.7,59.5,True,True,67.1,True,False,False,True,False,False,False,True,False,35.2,71.6,74.7,54.5,62.2,82.6,59.5,85.3,13.68434625565203,26.716486995486356,2,2,40.40083325113839,"[35.2, 71.6, 74.7, 54.5]","[62.2, 82.6, 59.5, 85.3]"
33,2,0,1,72.8,50.5,True,True,61.65,True,False,True,False,False,False,False,False,True,53.8,72.8,64.4,47.5,52.7,66.7,52.1,50.5,25.84807207460529,16.475588729075675,1,3,42.323660803680966,"[53.8, 72.8, 64.4, 47.5]","[52.7, 66.7, 52.1, 50.5]"
34,2,0,2,50.2,58.6,True,True,54.400000000000006,True,False,True,False,False,False,False,True,False,46.4,50.2,47.7,46.3,61.2,82.6,58.6,88.7,28.944865330900328,4.256770735904546,1,2,33.20163606680487,"[46.4, 50.2, 47.7, 46.3]","[61.2, 82.6, 58.6, 88.7]"
35,2,0,3,58.1,46.8,True,True,52.45,True,False,True,False,False,False,True,False,False,48.7,58.1,54.8,56.2,79.4,46.8,54.5,57.3,25.10742350890095,8.339549009732785,1,1,33.446972518633736,"[48.7, 58.1, 54.8, 56.2]","[79.4, 46.8, 54.5, 57.3]"
36,2,0,4,75.2,46.6,True,True,60.900000000000006,True,False,False,True,False,True,False,False,False,35.3,57.2,75.2,64.9,46.6,70.0,75.6,75.6,19.60283218001649,14.736621322876353,2,0,34.339453502892844,"[35.3, 57.2, 75.2, 64.9]","[46.6, 70.0, 75.6, 75.6]"
37,2,0,5,77.5,51.8,True,True,64.65,True,True,False,False,False,False,False,False,True,77.5,62.4,37.3,47.8,59.7,56.8,52.9,51.8,16.221108580901557,18.283374536624372,0,3,34.50448311752593,"[77.5, 62.4, 37.3, 47.8]","[59.7, 56.8, 52.9, 51.8]"
38,2,0,6,67.5,57.6,True,True,62.55,True,True,False,False,False,False,False,True,False,67.5,62.3,52.5,60.5,81.8,78.4,57.6,76.2,18.23607042210314,10.12059885500181,0,2,28.35666927710495,"[67.5, 62.3, 52.5, 60.5]","[81.8, 78.4, 57.6, 76.2]"
39,2,0,7,66.7,61.6,True,True,64.15,True,False,True,False,False,True,False,False,False,35.1,66.7,59.2,41.3,61.6,82.5,62.3,68.7,7.121484653673548,13.381204520837834,1,0,20.50268917451138,"[35.1, 66.7, 59.2, 41.3]","[61.6, 82.5, 62.3, 68.7]"
40,2,0,8,71.2,50.9,True,True,61.05,True,True,False,False,False,False,True,False,False,71.2,,49.3,50.0,82.0,50.9,84.7,76.8,18.29874816921297,14.63237290338295,0,1,32.93112107259592,"[71.2, nan, 49.3, 50.0]","[82.0, 50.9, 84.7, 76.8]"
41,2,0,9,64.0,52.3,True,True,58.15,True,True,False,False,False,False,True,False,False,64.0,,54.4,35.7,64.0,52.3,80.6,74.8,16.211208764969136,9.334016797387108,0,1,25.545225562356244,"[64.0, nan, 54.4, 35.7]","[64.0, 52.3, 80.6, 74.8]"
42,2,0,10,82.4,75.4,True,True,78.9,True,False,False,False,True,False,False,False,True,,,41.7,82.4,75.6,88.9,84.5,75.4,7.1617593286518115,31.117541648596905,3,3,38.27930097724872,"[nan, nan, 41.7, 82.4]","[75.6, 88.9, 84.5, 75.4]"
43,2,0,11,62.1,61.0,True,True,61.55,True,False,False,False,True,False,True,False,False,,,43.8,62.1,81.5,61.0,77.9,66.4,22.531935072284327,6.687214732268586,3,1,29.219149804552913,"[nan, nan, 43.8, 62.1]","[81.5, 61.0, 77.9, 66.4]"
44,2,0,12,59.8,76.3,True,True,68.05,True,False,False,True,False,True,False,False,False,,,59.8,52.9,76.3,,86.9,76.3,11.745752133486931,11.895966527379855,2,0,23.641718660866786,"[nan, nan, 59.8, 52.9]","[76.3, nan, 86.9, 76.3]"
45,2,0,13,49.6,57.6,True,False,57.6,True,False,False,False,True,False,False,False,True,,,37.1,49.6,73.4,,74.1,57.6,16.1890568333693,4.75286747496682,3,3,20.94192430833612,"[nan, nan, 37.1, 49.6]","[73.4, nan, 74.1, 57.6]"
46,2,0,14,65.8,66.4,True,True,66.1,True,False,False,True,False,False,False,True,False,,,65.8,48.3,78.8,,66.4,,12.09634073657503,6.473481771664218,2,2,18.56982250823925,"[nan, nan, 65.8, 48.3]","[78.8, nan, 66.4, nan]"
47,2,0,15,63.1,87.0,False,True,63.1,True,False,False,False,True,True,False,False,False,,,,63.1,87.0,,,,8.182872256736509,6.182170178204345,3,0,14.365042434940854,"[nan, nan, nan, 63.1]","[87.0, nan, nan, nan]"
48,3,0,0,72.2,53.1,True,True,62.650000000000006,True,False,False,False,True,False,True,False,False,56.9,41.0,44.1,72.2,78.2,53.1,70.0,60.3,21.055792866950156,16.816465535937695,3,1,37.87225840288785,"[56.9, 41.0, 44.1, 72.2]","[78.2, 53.1, 70.0, 60.3]"
49,3,0,1,94.7,71.6,True,True,83.15,True,False,False,True,False,False,False,False,True,73.0,64.1,94.7,54.2,78.8,89.2,71.9,71.6,14.211207098566632,44.10274179036426,2,3,58.313948888930895,"[73.0, 64.1, 94.7, 54.2]","[78.8, 89.2, 71.9, 71.6]"
50,3,0,2,68.6,46.6,True,True,57.599999999999994,True,True,False,False,False,False,False,True,False,68.6,40.2,64.5,68.1,70.7,68.3,46.6,64.4,23.44220060317916,12.111256836528504,0,2,35.553457439707664,"[68.6, 40.2, 64.5, 68.1]","[70.7, 68.3, 46.6, 64.4]"
51,3,0,3,76.5,44.2,True,True,60.35,True,False,False,False,True,False,False,False,True,68.1,48.9,76.1,76.5,87.5,62.7,85.1,44.2,16.766292236617623,16.25702204422638,3,3,33.023314280844005,"[68.1, 48.9, 76.1, 76.5]","[87.5, 62.7, 85.1, 44.2]"
52,3,0,4,69.9,61.3,True,True,65.6,True,False,False,False,True,False,True,False,False,44.4,47.1,67.6,69.9,78.1,61.3,77.0,69.7,10.020971981838215,11.972038981844058,3,1,21.993010963682273,"[44.4, 47.1, 67.6, 69.9]","[78.1, 61.3, 77.0, 69.7]"
53,3,0,5,68.1,57.9,True,True,63.0,True,True,False,False,False,False,False,False,True,68.1,48.6,44.2,35.6,71.4,85.9,77.4,57.9,12.053695174194416,13.876751725880816,0,3,25.930446900075232,"[68.1, 48.6, 44.2, 35.6]","[71.4, 85.9, 77.4, 57.9]"
54,3,0,6,66.0,69.3,True,True,67.65,True,True,False,False,False,False,True,False,False,66.0,57.3,55.6,50.0,86.0,69.3,74.5,73.8,4.163008103583607,13.71333742435052,0,1,17.876345527934127,"[66.0, 57.3, 55.6, 50.0]","[86.0, 69.3, 74.5, 73.8]"
55,3,0,7,65.4,52.4,True,True,58.900000000000006,True,False,False,False,True,True,False,False,False,62.6,49.1,54.6,65.4,52.4,88.5,57.1,87.6,14.977683423361356,17.30668346840207,3,0,32.284366891763426,"[62.6, 49.1, 54.6, 65.4]","[52.4, 88.5, 57.1, 87.6]"
56,3,0,8,50.8,51.7,True,True,51.25,True,False,False,True,False,False,False,True,False,42.6,50.2,50.8,,87.8,72.6,51.7,60.6,27.8991462759177,3.9647396148466427,2,2,31.863885890764344,"[42.6, 50.2, 50.8, nan]","[87.8, 72.6, 51.7, 60.6]"
57,3,0,9,71.0,67.1,True,True,69.05,True,True,False,False,False,True,False,False,False,71.0,45.9,51.4,,67.1,73.0,79.2,79.5,2.5966818592884238,18.62243657079341,0,0,21.219118430081835,"[71.0, 45.9, 51.4, nan]","[67.1, 73.0, 79.2, 79.5]"
58,3,0,10,41.2,58.9,True,False,58.9,True,False,True,False,False,False,False,True,False,,41.2,35.9,,79.5,65.4,58.9,72.4,25.661320177382173,6.263357052542936,1,2,31.92467722992511,"[nan, 41.2, 35.9, nan]","[79.5, 65.4, 58.9, 72.4]"
59,3,0,11,64.5,66.8,True,True,65.65,True,False,True,False,False,False,True,False,False,,64.5,56.7,,86.9,66.8,69.9,82.6,15.013695801311826,4.978997930714975,1,1,19.9926937320268,"[nan, 64.5, 56.7, nan]","[86.9, 66.8, 69.9, 82.6]"
60,3,0,12,55.8,78.8,True,True,67.3,True,False,True,False,False,True,False,False,False,,55.8,41.2,,78.8,,86.2,86.1,12.540040355630495,15.813755743213065,1,0,28.35379609884356,"[nan, 55.8, 41.2, nan]","[78.8, nan, 86.2, 86.1]"
61,3,0,13,57.6,68.6,True,True,63.099999999999994,True,False,True,False,False,True,False,False,False,,57.6,43.5,,68.6,,88.8,89.9,15.912290229570033,7.886121262342748,1,0,23.79841149191278,"[nan, 57.6, 43.5, nan]","[68.6, nan, 88.8, 89.9]"
62,3,0,14,43.1,63.7,True,False,63.7,True,False,False,True,False,False,False,True,False,,,43.1,,,,63.7,65.9,14.969092300531557,9.33060004798135,2,2,24.299692348512906,"[nan, nan, 43.1, nan]","[nan, nan, 63.7, 65.9]"
63,3,0,15,40.0,86.6,False,False,,False,False,False,True,False,False,False,False,True,,,40.0,,,,,86.6,0.0,0.0,2,3,0.0,"[nan, nan, 40.0, nan]","[nan, nan, nan, 86.6]"
64,4,0,0,86.8,59.8,True,True,73.3,True,False,False,False,True,False,False,True,False,42.8,75.4,47.3,86.8,87.3,68.3,59.8,65.0,14.992980479120106,24.241509530798254,3,2,39.23449000991836,"[42.8, 75.4, 47.3, 86.8]","[87.3, 68.3, 59.8, 65.0]"
65,4,0,1,87.2,52.2,True,True,69.7,True,False,False,True,False,False,False,True,False,35.1,73.1,87.2,50.8,81.1,89.2,52.2,66.9,17.99892092541019,19.220678340122106,2,2,37.219599265532295,"[35.1, 73.1, 87.2, 50.8]","[81.1, 89.2, 52.2, 66.9]"
66,4,0,2,72.5,47.7,True,True,60.1,True,False,False,False,True,True,False,False,False,52.0,47.6,43.4,72.5,47.7,54.3,67.6,55.0,24.073337373957393,12.635323094411817,3,0,36.70866046836921,"[52.0, 47.6, 43.4, 72.5]","[47.7, 54.3, 67.6, 55.0]"
67,4,0,3,55.6,52.7,True,True,54.150000000000006,True,False,False,False,True,False,False,False,True,41.7,51.5,54.4,55.6,73.9,72.5,62.4,52.7,29.532520837277403,7.588769747474281,3,3,37.121290584751684,"[41.7, 51.5, 54.4, 55.6]","[73.9, 72.5, 62.4, 52.7]"
68,4,0,4,72.7,50.9,True,True,61.8,True,False,False,False,True,True,False,False,False,68.5,45.5,64.4,72.7,50.9,71.3,63.0,62.9,17.342247910922666,14.180238060547126,3,0,31.52248597146979,"[68.5, 45.5, 64.4, 72.7]","[50.9, 71.3, 63.0, 62.9]"
69,4,0,5,78.0,59.7,True,True,68.85,True,False,True,False,False,False,False,False,True,59.3,78.0,67.0,,83.4,67.6,80.9,59.7,17.18639259901053,19.673186061891613,1,3,36.859578660902145,"[59.3, 78.0, 67.0, nan]","[83.4, 67.6, 80.9, 59.7]"
70,4,0,6,75.6,59.1,True,True,67.35,True,False,True,False,False,False,True,False,False,70.3,75.6,65.1,,68.8,59.1,89.2,86.4,16.582992117597428,28.792953562500692,1,1,45.37594568009812,"[70.3, 75.6, 65.1, nan]","[68.8, 59.1, 89.2, 86.4]"
71,4,0,7,85.4,62.9,True,True,74.15,True,True,False,False,False,False,False,False,True,85.4,70.2,40.0,,87.5,81.0,68.1,62.9,11.370843054401902,18.5152145006169,0,3,29.8860575550188,"[85.4, 70.2, 40.0, nan]","[87.5, 81.0, 68.1, 62.9]"
72,4,0,8,59.6,60.3,True,True,59.95,True,False,False,True,False,False,True,False,False,43.8,55.3,59.6,,76.5,60.3,84.3,63.2,20.822450450734237,13.72395470350147,2,1,34.54640515423571,"[43.8, 55.3, 59.6, nan]","[76.5, 60.3, 84.3, 63.2]"
73,4,0,9,61.8,47.9,True,True,54.849999999999994,True,False,False,True,False,False,True,False,False,59.6,45.0,61.8,,57.1,47.9,63.3,83.6,24.776673072614727,7.539217684061349,2,1,32.315890756676076,"[59.6, 45.0, 61.8, nan]","[57.1, 47.9, 63.3, 83.6]"
74,4,0,10,62.6,50.7,True,True,56.650000000000006,True,False,False,True,False,False,True,False,False,59.5,40.4,62.6,,75.7,50.7,68.4,67.0,14.466771734790498,8.944790945060085,2,1,23.411562679850583,"[59.5, 40.4, 62.6, nan]","[75.7, 50.7, 68.4, 67.0]"
75,4,0,11,61.3,55.1,True,True,58.2,True,True,False,False,False,False,False,True,False,61.3,44.8,,,86.6,,55.1,82.4,23.374438404666165,5.066569299956619,0,2,28.441007704622784,"[61.3, 44.8, nan, nan]","[86.6, nan, 55.1, 82.4]"
76,4,0,12,73.5,60.6,True,True,67.05,True,False,True,False,False,False,False,True,False,69.7,73.5,,,60.8,,60.6,82.7,11.210446963420708,8.213186936716724,1,2,19.423633900137432,"[69.7, 73.5, nan, nan]","[60.8, nan, 60.6, 82.7]"
77,4,0,13,53.8,61.3,True,True,57.55,True,True,False,False,False,True,False,False,False,53.8,47.6,,,61.3,,,86.0,19.42365883071149,5.176637935916112,0,0,24.6002967666276,"[53.8, 47.6, nan, nan]","[61.3, nan, nan, 86.0]"
78,4,0,14,60.6,60.2,True,True,60.400000000000006,True,False,True,False,False,True,False,False,False,55.0,60.6,,,60.2,,,65.0,16.131190237655403,6.570241998008257,1,0,22.70143223566366,"[55.0, 60.6, nan, nan]","[60.2, nan, nan, 65.0]"
79,4,0,15,61.7,64.2,True,True,62.95,True,True,False,False,False,False,False,False,True,61.7,,,,,,,64.2,11.542143696084636,6.678292948948062,0,3,18.2204366450327,"[61.7, nan, nan, nan]","[nan, nan, nan, 64.2]"
80,5,0,0,56.7,59.5,True,True,58.1,True,False,True,False,False,True,False,False,False,42.4,56.7,40.6,53.7,59.5,71.6,59.9,64.0,33.71883195338261,7.472928001185473,1,0,41.191759954568084,"[42.4, 56.7, 40.6, 53.7]","[59.5, 71.6, 59.9, 64.0]"
81,5,0,1,58.3,48.2,True,True,53.25,True,False,False,True,False,False,False,False,True,57.7,35.3,58.3,43.3,70.9,71.7,72.0,48.2,33.00065527329815,5.855028770571785,2,3,38.855684043869935,"[57.7, 35.3, 58.3, 43.3]","[70.9, 71.7, 72.0, 48.2]"
82,5,0,2,82.2,54.1,True,True,68.15,True,True,False,False,False,False,True,False,False,82.2,67.8,53.1,71.3,66.0,54.1,56.6,82.8,17.75355859175933,25.130794004349774,0,1,42.8843525961091,"[82.2, 67.8, 53.1, 71.3]","[66.0, 54.1, 56.6, 82.8]"
83,5,0,3,67.6,54.5,True,True,61.05,True,True,False,False,False,True,False,False,False,67.6,43.4,40.3,35.5,54.5,85.2,67.7,82.6,23.490232787434323,9.281498667350661,0,0,32.771731454784984,"[67.6, 43.4, 40.3, 35.5]","[54.5, 85.2, 67.7, 82.6]"
84,5,0,4,69.1,53.3,True,True,61.199999999999996,True,False,False,False,True,True,False,False,False,64.0,35.5,40.9,69.1,53.3,58.8,79.0,88.3,19.451588310332447,7.984137802953278,3,0,27.435726113285725,"[64.0, 35.5, 40.9, 69.1]","[53.3, 58.8, 79.0, 88.3]"
85,5,0,5,78.2,51.1,True,True,64.65,True,False,False,True,False,False,False,False,True,61.7,55.3,78.2,45.3,77.5,83.9,89.8,51.1,19.443642149100327,14.23949054960115,2,3,33.68313269870148,"[61.7, 55.3, 78.2, 45.3]","[77.5, 83.9, 89.8, 51.1]"
86,5,0,6,68.8,57.6,True,True,63.2,True,False,True,False,False,False,False,False,True,56.9,68.8,63.6,36.0,62.7,75.3,85.5,57.6,15.232603392729018,11.330360265085744,1,3,26.562963657814763,"[56.9, 68.8, 63.6, 36.0]","[62.7, 75.3, 85.5, 57.6]"
87,5,0,7,76.3,47.2,True,True,61.75,True,True,False,False,False,False,True,False,False,76.3,35.8,67.0,52.7,66.7,47.2,85.4,65.1,21.210005351226414,15.193557513288091,0,1,36.403562864514505,"[76.3, 35.8, 67.0, 52.7]","[66.7, 47.2, 85.4, 65.1]"
88,5,0,8,78.2,48.7,True,True,63.45,True,False,False,True,False,False,False,True,False,43.7,66.0,78.2,71.1,69.8,78.8,48.7,59.0,19.927817337147275,17.38694115277753,2,2,37.314758489924806,"[43.7, 66.0, 78.2, 71.1]","[69.8, 78.8, 48.7, 59.0]"
89,5,0,9,64.3,61.2,True,True,62.75,True,True,False,False,False,False,False,True,False,64.3,43.8,51.7,37.1,64.3,65.6,61.2,74.5,10.445844013595703,16.548981536467807,0,2,26.99482555006351,"[64.3, 43.8, 51.7, 37.1]","[64.3, 65.6, 61.2, 74.5]"
90,5,0,10,75.7,62.2,True,True,68.95,True,False,True,False,False,False,True,False,False,,75.7,41.3,65.0,72.8,62.2,75.4,64.4,6.833144559403337,12.683419389219978,1,1,19.516563948623315,"[nan, 75.7, 41.3, 65.0]","[72.8, 62.2, 75.4, 64.4]"
91,5,0,11,70.3,55.1,True,True,62.7,True,False,False,True,False,False,False,True,False,,68.5,70.3,54.7,72.5,79.5,55.1,88.0,13.431244942609808,10.70670335002331,2,2,24.13794829263312,"[nan, 68.5, 70.3, 54.7]","[72.5, 79.5, 55.1, 88.0]"
92,5,0,12,60.7,59.6,True,True,60.150000000000006,True,False,False,False,True,True,False,False,False,,43.7,,60.7,59.6,61.0,74.0,84.1,18.1383103229891,2.760751782076021,3,0,20.89906210506512,"[nan, 43.7, nan, 60.7]","[59.6, 61.0, 74.0, 84.1]"
93,5,0,13,58.8,62.9,True,True,60.849999999999994,True,False,False,False,True,False,False,True,False,,53.5,,58.8,,66.6,62.9,76.4,15.867824469778682,3.8032528325248123,3,2,19.671077302303495,"[nan, 53.5, nan, 58.8]","[nan, 66.6, 62.9, 76.4]"
94,5,0,14,64.3,80.7,False,True,64.3,True,False,False,False,True,False,True,False,False,,43.0,,64.3,,80.7,,89.8,12.167190622269061,7.961382258397123,3,1,20.128572880666184,"[nan, 43.0, nan, 64.3]","[nan, 80.7, nan, 89.8]"
95,5,0,15,66.9,75.2,False,True,66.9,True,False,True,False,False,False,False,False,True,,66.9,,,,,,75.2,5.413124022513728,12.036904544501503,1,3,17.45002856701523,"[nan, 66.9, nan, nan]","[nan, nan, nan, 75.2]"
96,6,0,0,89.5,52.9,True,True,71.2,True,True,False,False,False,False,False,True,False,89.5,64.4,72.5,39.6,53.7,62.0,52.9,73.3,20.539873734627136,29.878005759814904,0,2,50.41787949444204,"[89.5, 64.4, 72.5, 39.6]","[53.7, 62.0, 52.9, 73.3]"
